question,usuario,misconceptions_detectados,total_misconceptions,categorias_afetadas
1083,3048,G4,1,1
1083,3071,G4,1,1
1083,3075,G4,1,1
1083,3077,,0,0
1083,3100,G4,1,1
1083,3104,,0,0
1083,3114,,0,0
1083,3128,,0,0
1083,3132,G4,1,1
1083,3137,G4,1,1
1083,3164,G4,1,1
1083,3174,"B8,G4",2,2
1083,3191,,0,0
1083,3204,G4,1,1
1083,3207,,0,0
1083,3218,,0,0
1083,3236,,0,0
1083,3276,G4,1,1
1083,3277,G4,1,1
1083,3304,G4,1,1
1083,3308,G4,1,1
1083,3373,,0,0
1083,3384,G4,1,1
1083,3482,G4,1,1
1083,3495,G4,1,1
1083,3498,G4,1,1
1083,3503,G4,1,1
1084,1102,,0,0
1084,1151,G4,1,1
1084,1158,G4,1,1
1084,1178,G4,1,1
1084,1196,G4,1,1
1084,1252,G4,1,1
1084,1254,G4,1,1
1084,1283,,0,0
1084,1287,G4,1,1
1084,1296,G4,1,1
1084,1300,,0,0
1084,1302,G4,1,1
1084,1333,G4,1,1
1084,1398,G4,1,1
1084,1487,G4,1,1
1084,1492,,0,0
1084,1507,G4,1,1
1084,1516,,0,0
1084,1533,,0,0
1084,1557,G4,1,1
1084,1565,,0,0
1084,1575,B8,1,1
1084,1578,G4,1,1
1084,1661,,0,0
1084,1663,,0,0
1084,1669,,0,0
1084,1682,G4,1,1
1084,1699,,0,0
1084,1712,G4,1,1
1084,3056,G4,1,1
1084,3057,,0,0
1084,3066,,0,0
1084,3085,G4,1,1
1084,3105,G4,1,1
1084,3115,G4,1,1
1084,3125,G4,1,1
1084,3135,G4,1,1
1084,3157,G4,1,1
1084,3160,G4,1,1
1084,3177,G4,1,1
1084,3178,G4,1,1
1084,3203,G4,1,1
1084,3210,G4,1,1
1084,3259,,0,0
1084,3260,G4,1,1
1084,3318,G4,1,1
1084,3395,,0,0
1084,3417,G4,1,1
1084,3419,G4,1,1
1084,3502,,0,0
1085,1111,G4,1,1
1085,1114,"A5,G4",2,2
1085,1117,G4,1,1
1085,1174,,0,0
1085,1180,G4,1,1
1085,1185,G4,1,1
1085,1192,G4,1,1
1085,1200,,0,0
1085,1218,,0,0
1085,1231,G4,1,1
1085,1340,G4,1,1
1085,1349,G4,1,1
1085,1389,G4,1,1
1085,1479,G4,1,1
1085,1483,,0,0
1085,1493,G4,1,1
1085,1502,G4,1,1
1085,1509,,0,0
1085,1512,G4,1,1
1085,1514,G4,1,1
1085,1522,"B8,B9",2,1
1085,1583,"G4,H1",2,2
1085,1600,G4,1,1
1085,1619,,0,0
1085,1631,,0,0
1085,1634,G4,1,1
1085,1638,G4,1,1
1085,1646,,0,0
1085,1653,G4,1,1
1085,1664,,0,0
1085,1687,G4,1,1
1085,1704,G4,1,1
1085,3011,G4,1,1
1085,3030,,0,0
1085,3063,G4,1,1
1085,3068,G4,1,1
1085,3080,G4,1,1
1085,3088,G4,1,1
1085,3095,G4,1,1
1085,3101,G4,1,1
1085,3138,,0,0
1085,3148,G4,1,1
1085,3151,G4,1,1
1085,3196,G4,1,1
1085,3213,G4,1,1
1085,3216,G4,1,1
1085,3222,G4,1,1
1085,3231,,0,0
1085,3242,,0,0
1085,3255,,0,0
1085,3263,G4,1,1
1085,3264,G4,1,1
1085,3275,,0,0
1085,3279,,0,0
1085,3374,G4,1,1
1085,3399,G4,1,1
1085,3418,,0,0
1085,3439,G4,1,1
1085,3499,G4,1,1
1086,1101,,0,0
1086,1153,G4,1,1
1086,1164,G4,1,1
1086,1165,,0,0
1086,1190,,0,0
1086,1201,G4,1,1
1086,1202,G4,1,1
1086,1224,,0,0
1086,1234,G4,1,1
1086,1236,G4,1,1
1086,1238,,0,0
1086,1240,,0,0
1086,1246,,0,0
1086,1259,,0,0
1086,1264,G4,1,1
1086,1289,G4,1,1
1086,1294,,0,0
1086,1299,G4,1,1
1086,1308,G4,1,1
1086,1327,,0,0
1086,1329,G4,1,1
1086,1331,,0,0
1086,1350,G4,1,1
1086,1441,,0,0
1086,1450,G4,1,1
1086,1458,G4,1,1
1086,1481,G4,1,1
1086,1488,,0,0
1086,1489,G4,1,1
1086,1490,G4,1,1
1086,1495,G4,1,1
1086,1500,G4,1,1
1086,1510,,0,0
1086,1514,G4,1,1
1086,1534,G4,1,1
1086,1549,G4,1,1
1086,1550,G4,1,1
1086,1555,,0,0
1086,1612,G4,1,1
1086,1636,,0,0
1086,1676,,0,0
1086,1691,A5,1,1
1086,1700,,0,0
1086,1703,,0,0
1086,3046,G4,1,1
1086,3051,,0,0
1086,3073,G4,1,1
1086,3081,G4,1,1
1086,3119,,0,0
1086,3131,,0,0
1086,3149,,0,0
1086,3162,,0,0
1086,3181,,0,0
1086,3182,,0,0
1086,3193,G4,1,1
1086,3202,G4,1,1
1086,3217,G4,1,1
1086,3228,,0,0
1086,3246,G4,1,1
1086,3248,G4,1,1
1086,3267,G4,1,1
1086,3273,G4,1,1
1086,3307,G4,1,1
1086,3327,,0,0
1086,3390,G4,1,1
1086,3512,G4,1,1
1087,1091,G4,1,1
1087,1113,G4,1,1
1087,1155,G4,1,1
1087,1172,G4,1,1
1087,1197,,0,0
1087,1203,,0,0
1087,1210,,0,0
1087,1232,G4,1,1
1087,1275,,0,0
1087,1281,G4,1,1
1087,1330,,0,0
1087,1332,,0,0
1087,1342,G4,1,1
1087,1345,,0,0
1087,1351,,0,0
1087,1390,,0,0
1087,1443,G4,1,1
1087,1485,G4,1,1
1087,1501,G4,1,1
1087,1534,G4,1,1
1087,1559,G4,1,1
1087,1563,,0,0
1087,1567,,0,0
1087,1586,,0,0
1087,1614,G4,1,1
1087,1645,,0,0
1087,1652,,0,0
1087,1658,G4,1,1
1087,1674,,0,0
1087,1705,G4,1,1
1087,1709,G4,1,1
1087,1752,G4,1,1
1087,3059,G4,1,1
1087,3061,G4,1,1
1087,3062,G4,1,1
1087,3112,G4,1,1
1087,3120,G4,1,1
1087,3136,G4,1,1
1087,3139,,0,0
1087,3142,,0,0
1087,3144,G4,1,1
1087,3156,G4,1,1
1087,3184,G4,1,1
1087,3187,G4,1,1
1087,3190,,0,0
1087,3198,G4,1,1
1087,3199,G4,1,1
1087,3221,G4,1,1
1087,3223,G4,1,1
1087,3224,,0,0
1087,3227,,0,0
1087,3232,,0,0
1087,3235,G4,1,1
1087,3258,G4,1,1
1087,3265,G4,1,1
1087,3306,,0,0
1087,3309,G4,1,1
1087,3325,,0,0
1087,3370,,0,0
1087,3383,G4,1,1
1087,3388,G4,1,1
1087,3392,G4,1,1
1087,3394,,0,0
1087,3397,"B8,G4",2,2
1087,3401,G4,1,1
1087,3456,G4,1,1
1088,1105,G4,1,1
1088,1118,G4,1,1
1088,1219,G4,1,1
1088,1220,G4,1,1
1088,1250,G4,1,1
1088,1255,,0,0
1088,1258,,0,0
1088,1314,,0,0
1088,1326,G4,1,1
1088,1334,G4,1,1
1088,1338,G4,1,1
1088,1353,G4,1,1
1088,1358,G4,1,1
1088,1393,G4,1,1
1088,1432,,0,0
1088,1437,,0,0
1088,1444,G4,1,1
1088,1485,G4,1,1
1088,1486,G4,1,1
1088,1495,G4,1,1
1088,1496,,0,0
1088,1498,G4,1,1
1088,1503,,0,0
1088,1615,G4,1,1
1088,3049,G4,1,1
1088,3053,G4,1,1
1088,3055,G4,1,1
1088,3079,,0,0
1088,3083,G4,1,1
1088,3084,G4,1,1
1088,3092,G4,1,1
1088,3126,,0,0
1088,3129,A3,1,1
1088,3143,G4,1,1
1088,3146,G4,1,1
1088,3155,G4,1,1
1088,3161,G4,1,1
1088,3166,G4,1,1
1088,3167,G4,1,1
1088,3179,,0,0
1088,3186,,0,0
1088,3188,G4,1,1
1088,3195,,0,0
1088,3214,G4,1,1
1088,3233,G4,1,1
1088,3245,G4,1,1
1088,3278,,0,0
1088,3305,G4,1,1
1088,3310,G4,1,1
1088,3314,G4,1,1
1088,3328,G4,1,1
1088,3331,G4,1,1
1088,3375,G4,1,1
1088,3380,,0,0
1088,3434,G4,1,1
1088,3444,G4,1,1
1089,1098,,0,0
1089,1108,G4,1,1
1089,1109,,0,0
1089,1112,,0,0
1089,1152,,0,0
1089,1166,,0,0
1089,1168,,0,0
1089,1193,,0,0
1089,1225,,0,0
1089,1235,G4,1,1
1089,1273,,0,0
1089,1291,G4,1,1
1089,1312,G4,1,1
1089,1386,,0,0
1089,1394,H1,1,1
1089,1401,,0,0
1089,1448,,0,0
1089,1481,,0,0
1089,1499,,0,0
1089,1551,,0,0
1089,1554,,0,0
1089,1571,,0,0
1089,1610,,0,0
1089,1644,,0,0
1089,1656,,0,0
1089,1692,,0,0
1089,3052,G4,1,1
1089,3054,,0,0
1089,3070,,0,0
1089,3076,,0,0
1089,3089,G4,1,1
1089,3103,G4,1,1
1089,3113,,0,0
1089,3117,,0,0
1089,3124,G4,1,1
1089,3215,G4,1,1
1089,3270,,0,0
1089,3315,,0,0
1089,3324,,0,0
1089,3367,G4,1,1
1089,3378,,0,0
1089,3379,,0,0
1089,3387,,0,0
1089,3441,,0,0
1089,3443,,0,0
1089,3484,,0,0
1089,3485,,0,0
1089,3509,,0,0
1089,3531,G4,1,1
1090,1090,,0,0
1090,1095,G4,1,1
1090,1096,,0,0
1090,1159,,0,0
1090,1167,,0,0
1090,1176,,0,0
1090,1179,G4,1,1
1090,1221,,0,0
1090,1257,,0,0
1090,1271,,0,0
1090,1277,G4,1,1
1090,1286,G4,1,1
1090,1310,,0,0
1090,1430,,0,0
1090,1460,,0,0
1090,1463,,0,0
1090,1501,,0,0
1090,1508,,0,0
1090,1541,G4,1,1
1090,1558,,0,0
1090,1588,,0,0
1090,1598,G4,1,1
1090,1603,,0,0
1090,1620,,0,0
1090,1640,,0,0
1090,1651,,0,0
1090,1654,,0,0
1090,1694,G4,1,1
1090,1698,,0,0
1090,3060,,0,0
1090,3097,,0,0
1090,3098,G4,1,1
1090,3158,G4,1,1
1090,3205,,0,0
1090,3209,G4,1,1
1090,3225,"A2,G4",2,2
1090,3226,,0,0
1090,3313,G4,1,1
1090,3317,,0,0
1090,3448,G4,1,1
1090,3449,G4,1,1
1090,3483,,0,0
1090,3489,,0,0
1090,3522,,0,0
1090,3555,,0,0
1090,3570,G4,1,1
1091,1112,"A3,B8",2,2
1091,1116,G4,1,1
1091,1166,"B8,G4",2,2
1091,1185,G4,1,1
1091,1188,A3,1,1
1091,1213,G4,1,1
1091,1224,,0,0
1091,1232,G4,1,1
1091,1254,,0,0
1091,1273,,0,0
1091,1283,B8,1,1
1091,1289,G4,1,1
1091,1293,G4,1,1
1091,1307,G4,1,1
1091,1349,,0,0
1091,1444,"A3,B4,G4",3,3
1091,1508,G4,1,1
1091,1514,G4,1,1
1091,1522,"A3,G4",2,2
1091,1543,G4,1,1
1091,1549,,0,0
1091,1634,,0,0
1091,1654,,0,0
1091,1660,,0,0
1091,3053,G4,1,1
1091,3061,G4,1,1
1091,3066,,0,0
1091,3085,G4,1,1
1091,3091,G4,1,1
1091,3113,G4,1,1
1091,3115,G4,1,1
1091,3121,,0,0
1091,3142,G4,1,1
1091,3163,G4,1,1
1091,3164,,0,0
1091,3175,,0,0
1091,3189,G4,1,1
1091,3199,G4,1,1
1091,3202,G4,1,1
1091,3221,G4,1,1
1091,3235,G4,1,1
1091,3263,,0,0
1091,3276,G4,1,1
1091,3309,G4,1,1
1091,3320,G4,1,1
1091,3368,G4,1,1
1091,3372,G4,1,1
1091,3376,G4,1,1
1091,3385,G4,1,1
1091,3440,G4,1,1
1091,3449,G4,1,1
1091,3486,G4,1,1
1091,3555,G4,1,1
1092,1108,G4,1,1
1092,1109,,0,0
1092,1117,G4,1,1
1092,1160,G4,1,1
1092,1168,G4,1,1
1092,1199,"A3,G4,H1",3,3
1092,1203,G4,1,1
1092,1214,G4,1,1
1092,1231,G4,1,1
1092,1264,,0,0
1092,1276,,0,0
1092,1295,G4,1,1
1092,1304,,0,0
1092,1306,G4,1,1
1092,1308,G4,1,1
1092,1338,G4,1,1
1092,1345,G4,1,1
1092,1389,G4,1,1
1092,1462,,0,0
1092,1481,G4,1,1
1092,1484,G4,1,1
1092,1490,,0,0
1092,1503,G4,1,1
1092,1504,G4,1,1
1092,1506,,0,0
1092,1533,,0,0
1092,1534,,0,0
1092,1540,,0,0
1092,1565,A3,1,1
1092,1588,G4,1,1
1092,1615,G4,1,1
1092,1638,,0,0
1092,1692,,0,0
1092,1727,G4,1,1
1092,3044,G4,1,1
1092,3046,G4,1,1
1092,3049,,0,0
1092,3052,G4,1,1
1092,3072,G4,1,1
1092,3080,G4,1,1
1092,3083,G4,1,1
1092,3098,G4,1,1
1092,3131,G4,1,1
1092,3144,G4,1,1
1092,3145,G4,1,1
1092,3157,G4,1,1
1092,3162,,0,0
1092,3165,,0,0
1092,3190,,0,0
1092,3195,,0,0
1092,3196,G4,1,1
1092,3213,G4,1,1
1092,3278,G4,1,1
1092,3305,,0,0
1092,3331,G4,1,1
1092,3390,"A3,G4",2,2
1093,1118,G4,1,1
1093,1140,B8,1,1
1093,1172,G4,1,1
1093,1187,G4,1,1
1093,1236,"A3,G4",2,2
1093,1250,"B8,G4",2,2
1093,1253,A3,1,1
1093,1267,G4,1,1
1093,1278,G4,1,1
1093,1281,G4,1,1
1093,1292,G4,1,1
1093,1298,G4,1,1
1093,1322,G4,1,1
1093,1327,,0,0
1093,1343,G4,1,1
1093,1383,G4,1,1
1093,1390,G4,1,1
1093,1437,G4,1,1
1093,1486,G4,1,1
1093,1493,,0,0
1093,1495,G4,1,1
1093,1501,"A3,H1",2,2
1093,1516,,0,0
1093,1520,A3,1,1
1093,1534,G4,1,1
1093,1631,,0,0
1093,1633,G4,1,1
1093,1668,,0,0
1093,3058,G4,1,1
1093,3059,G4,1,1
1093,3063,"A3,G4",2,2
1093,3069,G4,1,1
1093,3071,G4,1,1
1093,3092,G4,1,1
1093,3097,,0,0
1093,3100,,0,0
1093,3102,G4,1,1
1093,3105,G4,1,1
1093,3112,G4,1,1
1093,3117,G4,1,1
1093,3125,G4,1,1
1093,3132,G4,1,1
1093,3137,G4,1,1
1093,3138,,0,0
1093,3140,G4,1,1
1093,3167,,0,0
1093,3171,,0,0
1093,3180,,0,0
1093,3181,,0,0
1093,3212,G4,1,1
1093,3217,G4,1,1
1093,3222,G4,1,1
1093,3234,,0,0
1093,3237,G4,1,1
1093,3242,,0,0
1093,3259,G4,1,1
1093,3307,G4,1,1
1093,3311,G4,1,1
1093,3318,G4,1,1
1093,3384,A3,1,1
1093,3387,A3,1,1
1093,3399,G4,1,1
1093,3451,"G4,H1",2,2
1093,3456,G4,1,1
1093,3477,G4,1,1
1093,3497,G4,1,1
1093,3509,G4,1,1
1093,3570,G4,1,1
1094,1091,G4,1,1
1094,1104,G4,1,1
1094,1218,G4,1,1
1094,1233,,0,0
1094,1270,"A3,G4",2,2
1094,1286,G4,1,1
1094,1296,G4,1,1
1094,1328,G4,1,1
1094,1329,G4,1,1
1094,1330,"A3,G4",2,2
1094,1333,G4,1,1
1094,1334,G4,1,1
1094,1350,G4,1,1
1094,1393,,0,0
1094,1434,"A3,G4",2,2
1094,1450,G4,1,1
1094,1461,G4,1,1
1094,1463,,0,0
1094,1464,G4,1,1
1094,1489,G4,1,1
1094,1495,G4,1,1
1094,1498,"A3,H1",2,2
1094,1616,G4,1,1
1094,1640,A3,1,1
1094,1694,A3,1,1
1094,1729,G4,1,1
1094,3050,G4,1,1
1094,3075,,0,0
1094,3076,G4,1,1
1094,3086,G4,1,1
1094,3093,,0,0
1094,3095,G4,1,1
1094,3101,H1,1,1
1094,3106,G4,1,1
1094,3124,G4,1,1
1094,3139,G4,1,1
1094,3149,,0,0
1094,3166,G4,1,1
1094,3191,,0,0
1094,3194,G4,1,1
1094,3198,G4,1,1
1094,3209,"A3,G4",2,2
1094,3225,"A2,G4",2,2
1094,3228,,0,0
1094,3236,G4,1,1
1094,3266,A3,1,1
1094,3306,A3,1,1
1094,3317,G4,1,1
1094,3322,,0,0
1094,3323,G4,1,1
1094,3374,G4,1,1
1094,3378,A3,1,1
1094,3485,,0,0
1094,3508,"A3,G4",2,2
1094,3532,,0,0
1095,1090,G4,1,1
1095,1113,G4,1,1
1095,1157,G4,1,1
1095,1182,,0,0
1095,1215,,0,0
1095,1226,G4,1,1
1095,1238,,0,0
1095,1252,G4,1,1
1095,1268,G4,1,1
1095,1287,G4,1,1
1095,1300,,0,0
1095,1324,G4,1,1
1095,1326,G4,1,1
1095,1340,G4,1,1
1095,1384,,0,0
1095,1430,G4,1,1
1095,1431,,0,0
1095,1441,,0,0
1095,1443,G4,1,1
1095,1480,"A3,G4",2,2
1095,1499,G4,1,1
1095,1509,"A3,G4",2,2
1095,1541,G4,1,1
1095,1586,G4,1,1
1095,1636,,0,0
1095,1649,A3,1,1
1095,1650,,0,0
1095,1658,G4,1,1
1095,1662,A3,1,1
1095,1664,,0,0
1095,3060,G4,1,1
1095,3070,G4,1,1
1095,3088,G4,1,1
1095,3089,G4,1,1
1095,3122,,0,0
1095,3146,G4,1,1
1095,3148,G4,1,1
1095,3156,G4,1,1
1095,3219,G4,1,1
1095,3224,,0,0
1095,3239,"A2,G4",2,2
1095,3260,G4,1,1
1095,3270,G4,1,1
1095,3277,G4,1,1
1095,3308,G4,1,1
1095,3310,G4,1,1
1095,3370,G4,1,1
1095,3380,A3,1,1
1095,3391,,0,0
1095,3392,G4,1,1
1095,3397,,0,0
1095,3417,G4,1,1
1095,3488,G4,1,1
1095,3498,"A3,G4",2,2
1095,3502,G4,1,1
1095,3511,G4,1,1
1096,1095,G4,1,1
1096,1097,G4,1,1
1096,1111,G4,1,1
1096,1152,G4,1,1
1096,1153,G4,1,1
1096,1217,G4,1,1
1096,1225,,0,0
1096,1247,,0,0
1096,1251,,0,0
1096,1275,A3,1,1
1096,1285,,0,0
1096,1294,,0,0
1096,1309,,0,0
1096,1314,G4,1,1
1096,1485,,0,0
1096,1488,A3,1,1
1096,1507,G4,1,1
1096,1511,A3,1,1
1096,1627,G4,1,1
1096,1652,,0,0
1096,1657,,0,0
1096,1659,,0,0
1096,1674,G4,1,1
1096,1676,,0,0
1096,1691,A5,1,1
1096,3011,,0,0
1096,3030,,0,0
1096,3048,G4,1,1
1096,3056,G4,1,1
1096,3079,,0,0
1096,3081,G4,1,1
1096,3104,,0,0
1096,3111,,0,0
1096,3151,G4,1,1
1096,3160,G4,1,1
1096,3179,G4,1,1
1096,3182,G4,1,1
1096,3183,,0,0
1096,3184,G4,1,1
1096,3188,G4,1,1
1096,3208,G4,1,1
1096,3210,G4,1,1
1096,3223,,0,0
1096,3245,,0,0
1096,3255,G4,1,1
1096,3279,G4,1,1
1096,3315,G4,1,1
1096,3321,,0,0
1096,3367,G4,1,1
1096,3379,,0,0
1096,3388,,0,0
1096,3395,"A3,G4",2,2
1096,3418,G4,1,1
1096,3419,G4,1,1
1096,3476,G4,1,1
1096,3489,G4,1,1
1097,1103,,0,0
1097,1110,,0,0
1097,1114,A5,1,1
1097,1150,G4,1,1
1097,1155,G4,1,1
1097,1158,G4,1,1
1097,1184,,0,0
1097,1190,,0,0
1097,1201,G4,1,1
1097,1271,,0,0
1097,1284,G4,1,1
1097,1432,,0,0
1097,1451,,0,0
1097,1483,,0,0
1097,1498,G4,1,1
1097,1501,G4,1,1
1097,1527,,0,0
1097,1558,,0,0
1097,1608,,0,0
1097,1620,,0,0
1097,1637,G4,1,1
1097,1639,,0,0
1097,1643,,0,0
1097,1698,"A3,G4",2,2
1097,1704,G4,1,1
1097,1712,,0,0
1097,3051,G4,1,1
1097,3073,G4,1,1
1097,3090,G4,1,1
1097,3103,G4,1,1
1097,3114,,0,0
1097,3136,G4,1,1
1097,3158,G4,1,1
1097,3161,,0,0
1097,3169,G4,1,1
1097,3170,,0,0
1097,3176,G4,1,1
1097,3177,G4,1,1
1097,3200,G4,1,1
1097,3203,G4,1,1
1097,3204,G4,1,1
1097,3211,G4,1,1
1097,3215,G4,1,1
1097,3216,G4,1,1
1097,3226,,0,0
1097,3233,G4,1,1
1097,3304,,0,0
1097,3327,G4,1,1
1097,3328,,0,0
1097,3371,G4,1,1
1097,3373,G4,1,1
1097,3381,A3,1,1
1097,3383,G4,1,1
1097,3389,G4,1,1
1097,3394,H1,1,1
1097,3434,G4,1,1
1097,3439,,0,0
1097,3441,,0,0
1097,3444,G4,1,1
1097,3447,G4,1,1
1097,3495,G4,1,1
1097,3499,G4,1,1
1097,3512,G4,1,1
1097,3544,,0,0
1098,1176,G4,1,1
1098,1179,G4,1,1
1098,1221,"B8,G4",2,2
1098,1246,G4,1,1
1098,1259,,0,0
1098,1299,G4,1,1
1098,1310,,0,0
1098,1325,,0,0
1098,1339,G4,1,1
1098,1348,G4,1,1
1098,1352,G4,1,1
1098,1353,,0,0
1098,1358,G4,1,1
1098,1460,G4,1,1
1098,1482,G4,1,1
1098,1496,,0,0
1098,1497,G4,1,1
1098,1510,G4,1,1
1098,1551,,0,0
1098,1575,B8,1,1
1098,1582,,0,0
1098,1591,"A2,G4",2,2
1098,1699,,0,0
1098,3054,G4,1,1
1098,3057,G4,1,1
1098,3064,G4,1,1
1098,3068,G4,1,1
1098,3084,,0,0
1098,3107,,0,0
1098,3120,G4,1,1
1098,3129,,0,0
1098,3143,,0,0
1098,3155,G4,1,1
1098,3159,G4,1,1
1098,3178,G4,1,1
1098,3192,,0,0
1098,3193,G4,1,1
1098,3201,G4,1,1
1098,3207,G4,1,1
1098,3231,G4,1,1
1098,3243,"A2,G4",2,2
1098,3246,G4,1,1
1098,3267,G4,1,1
1098,3269,G4,1,1
1098,3271,,0,0
1098,3313,G4,1,1
1098,3324,G4,1,1
1098,3325,G4,1,1
1098,3330,G4,1,1
1098,3369,G4,1,1
1098,3435,G4,1,1
1098,3443,G4,1,1
1098,3483,,0,0
1098,3561,G4,1,1
1109,1101,,0,0
1109,1110,,0,0
1109,1153,B8,1,1
1109,1158,B8,1,1
1109,1166,B8,1,1
1109,1176,"B8,B9",2,1
1109,1187,"B8,G4",2,2
1109,1206,,0,0
1109,1224,"B8,G4",2,2
1109,1225,,0,0
1109,1285,B9,1,1
1109,1286,"B8,B9,G4",3,2
1109,1298,,0,0
1109,1302,"B8,G4",2,2
1109,1306,"B8,B9",2,1
1109,1315,"B8,G4",2,2
1109,1431,"B8,G4",2,2
1109,1432,,0,0
1109,1444,"B8,G4",2,2
1109,1500,"B4,G4",2,2
1109,1534,,0,0
1109,1582,B8,1,1
1109,1640,B8,1,1
1109,1650,B8,1,1
1109,1656,B8,1,1
1109,1698,B9,1,1
1109,1712,"A3,B11,B8",3,2
1109,3054,B8,1,1
1109,3058,"B8,B9",2,1
1109,3080,"B8,B9",2,1
1109,3081,,0,0
1109,3084,"B8,B9",2,1
1109,3097,B8,1,1
1109,3138,B8,1,1
1109,3142,,0,0
1109,3191,"B8,B9",2,1
1109,3200,B8,1,1
1109,3221,"B8,B9,G4",3,2
1109,3223,"B8,E1",2,2
1109,3240,G4,1,1
1109,3246,"B8,G4",2,2
1109,3248,,0,0
1109,3255,"B8,G4",2,2
1109,3305,,0,0
1109,3309,"B8,G4",2,2
1109,3310,"B8,G4",2,2
1109,3315,"B8,B9",2,1
1109,3344,"B8,G4",2,2
1109,3346,"B8,B9,G4",3,2
1109,3352,"B9,G4",2,2
1109,3379,B8,1,1
1109,3397,"B4,G4",2,2
1109,3441,"B8,G4",2,2
1110,1095,"A3,B8,G4",3,3
1110,1196,"B8,E1,G4",3,3
1110,1232,"B8,G4",2,2
1110,1233,"A3,B4,B8,G4,H1",5,4
1110,1257,,0,0
1110,1273,,0,0
1110,1289,G4,1,1
1110,1304,"B8,G4",2,2
1110,1308,"B8,G4",2,2
1110,1349,"B8,G4",2,2
1110,1357,"B8,E1",2,2
1110,1463,G4,1,1
1110,1493,,0,0
1110,1499,"B8,E1",2,2
1110,1510,"B8,E1",2,2
1110,1612,"B8,G4",2,2
1110,1639,"B8,G4",2,2
1110,1660,B8,1,1
1110,1699,,0,0
1111,1113,"B8,B9,G4",3,2
1111,1162,,0,0
1111,1252,"B9,G4,H1",3,3
1111,1294,"A3,B8,G4",3,3
1111,1313,B9,1,1
1111,1460,"B8,B9",2,1
1111,1527,B9,1,1
1111,1652,"B9,G4",2,2
1111,1704,"B8,B9,G4",3,2
1111,3044,"B8,B9,G4",3,2
1111,3052,"B8,B9,G4",3,2
1111,3082,"B9,G4",2,2
1111,3085,"B8,G4",2,2
1111,3092,"B8,G4",2,2
1111,3095,G4,1,1
1111,3132,"B8,B9,G4",3,2
1111,3199,"B8,B9,G4",3,2
1111,3205,"B8,B9,G4",3,2
1111,3216,"B9,G4",2,2
1111,3217,"B8,G4",2,2
1111,3307,"A3,G4",2,2
1111,3320,"B8,B9,G4",3,2
1111,3336,G4,1,1
1111,3347,"B8,G4",2,2
1111,3349,"B8,B9",2,1
1111,3371,"B8,B9,G4",3,2
1111,3376,G4,1,1
1111,3381,,0,0
1111,3645,,0,0
1111,3657,,0,0
1111,3701,G4,1,1
1111,3755,G4,1,1
1111,3764,,0,0
1111,6130,G4,1,1
1111,7506,,0,0
1111,7648,"B8,G4",2,2
1111,7653,,0,0
1112,1114,"A5,B8,B9,G4",4,3
1112,1118,B9,1,1
1112,1174,,0,0
1112,1218,G4,1,1
1112,1255,B9,1,1
1112,1296,"B8,G4",2,2
1112,1299,,0,0
1112,1309,"B9,G4",2,2
1112,1325,,0,0
1112,1331,,0,0
1112,1333,"B8,G4",2,2
1112,1355,,0,0
1112,1356,,0,0
1112,1388,G4,1,1
1112,1430,"B8,B9,G4",3,2
1112,1462,"B9,G4",2,2
1112,1489,"B8,B9,G4",3,2
1112,1491,G4,1,1
1112,1507,"B8,B9,G4",3,2
1112,1565,"A3,B8,G4",3,3
1112,1636,B9,1,1
1112,1658,B9,1,1
1113,1103,B8,1,1
1113,1108,"B8,B9",2,1
1113,1155,B8,1,1
1113,1181,B8,1,1
1113,1190,,0,0
1113,1202,"B8,G4",2,2
1113,1214,B9,1,1
1113,1238,B8,1,1
1113,1250,"B8,G4",2,2
1113,1253,,0,0
1113,1263,"A3,B8,G4",3,3
1113,1267,G4,1,1
1113,1293,,0,0
1113,1329,"B8,G4",2,2
1113,1343,"B4,G4",2,2
1113,1345,"B8,G4",2,2
1113,1392,"B8,B9",2,1
1113,1437,B8,1,1
1113,1443,G4,1,1
1113,1473,"B8,G4",2,2
1113,1485,"B8,G4",2,2
1113,3046,"B8,G4",2,2
1113,3089,B8,1,1
1113,3090,G4,1,1
1113,3091,B8,1,1
1113,3103,G4,1,1
1113,3116,E1,1,1
1113,3122,G4,1,1
1113,3129,"B4,G4",2,2
1113,3137,B8,1,1
1113,3155,B8,1,1
1113,3188,"B8,G4",2,2
1113,3193,B8,1,1
1113,3196,B8,1,1
1113,3209,B8,1,1
1113,3259,"B8,G4",2,2
1113,3264,B8,1,1
1113,3311,"B8,B9",2,1
1113,3342,"B8,G4",2,2
1113,3378,"B8,G4",2,2
1113,3417,G4,1,1
1113,3451,"B9,G4",2,2
1113,3476,,0,0
1113,3522,G4,1,1
1114,1090,"B8,G4",2,2
1114,1097,"B8,B9,G4",3,2
1114,1111,B11,1,1
1114,1116,"B8,G4",2,2
1114,1150,"B8,G4",2,2
1114,1152,B8,1,1
1114,1178,,0,0
1114,1210,"B8,G4",2,2
1114,1283,"B4,B8",2,1
1114,1284,B8,1,1
1114,1303,G4,1,1
1114,1314,"B8,G4",2,2
1114,1322,G4,1,1
1114,1339,"B8,G4",2,2
1114,1348,"B8,G4",2,2
1114,1451,A3,1,1
1114,1458,B8,1,1
1114,1481,"B8,B9,G4",3,2
1114,1496,"B9,G4",2,2
1114,1518,"B8,G4",2,2
1114,1541,"B8,G4",2,2
